genome_id	taxonomy_phylum	taxonomy_class	taxonomy_order	ecological_niche	lifestyle
Apiotrichum_veenhuisii_JCM_10691	Basidiomycota	Tremellomycetes	Trichosporonales	undefined_saprotroph	saprotroph
Aplosporella_prunicola_CBS_121167	Ascomycota	Dothideomycetes	Botryosphaeriales	plant_pathogen	pathotroph_saprotroph
Apodospora_peruviana_CBS_118394	Ascomycota	Sordariomycetes	Sordariales	undefined_saprotroph	saprotroph
Apophysomyces_elegans_B7760	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_ossiformis_NRRL_A-21654	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_sp._BC1015_BC1015	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_sp._BC1021_BC1021	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_sp._BC1034_BC1034	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_trapeziformis_B9324	Mucoromycota	Mucoromycetes	Mucorales	undefined_saprotroph	saprotroph
Apophysomyces_variabilis_NCCPF_102052	Mucoromycota	Mucoromycetes	Mucorales	animal_pathogen	pathotroph
Aquanectria_penicillioides_NNIBRFG19	Ascomycota	Sordariomycetes	Hypocreales	plant_saprotroph	saprotroph
Arachnomyces_peruvianus	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arachnomyces_sp._PD_36_PD_36	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arachnopeziza_araneosa_D781	Ascomycota	Leotiomycetes	Helotiales	wood_saprotroph	saprotroph
Armillaria_altimontana_837-10	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Armillaria_borealis_FPL87.14	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Armillaria_cepistipes_B5	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Armillaria_fumosa_CBS_122221	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Armillaria_fuscipes_CMW2740	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph
Armillaria_gallica_M3	Basidiomycota	Agaricomycetes	Agaricales	wood_saprotroph	pathotroph_saprotroph
Armillaria_luteobubalina_HWK02	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph
Armillaria_mellea_ELDO17	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph_saprotroph
Armillaria_nabsnona_CMW6904	Basidiomycota	Agaricomycetes	Agaricales	wood_saprotroph	pathotroph_saprotroph
Armillaria_novae-zelandiae_ICMP_16352	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Armillaria_ostoyae_C18_9	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph_saprotroph
Armillaria_sinapina_YAFMHJ89	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph
Armillaria_solidipes_ID001	Basidiomycota	Agaricomycetes	Agaricales	plant_pathogen	pathotroph_saprotroph
Armillaria_sp._CMW_4456_CMW_4456	Basidiomycota	Agaricomycetes	Agaricales	plant_saprotroph	pathotroph_saprotroph
Arthonia_radiata_EZ20314	Ascomycota	Arthoniomycetes	Arthoniales	lichenized	pathotroph_symbiotroph
Arthrinium_phaeospermum_M.B.Ellis	Ascomycota	Sordariomycetes	Xylariales	endophyte	symbiotroph
Arthrinium_puccinioides_CBS_549.89	Ascomycota	Sordariomycetes	Xylariales	plant_pathogen	pathotroph_saprotroph_symbiotroph
Arthrinium_sp._KUC21332_KUC21332	Ascomycota	Sordariomycetes	Xylariales	plant_pathogen	pathotroph_saprotroph_symbiotroph
Arthrobotrys_conoides_TWF506	Ascomycota	Orbiliomycetes	Orbiliales	animal_parasite	pathotroph_saprotroph
Arthrobotrys_entomopaga_CBS642.8	Ascomycota	Orbiliomycetes	Orbiliales	litter_saprotroph	saprotroph
Arthrobotrys_flagrans_CBS_H-5679	Ascomycota	Orbiliomycetes	Orbiliales	animal_parasite	pathotroph_saprotroph
Arthrobotrys_iridis_CGMCC_3.6761	Ascomycota	Orbiliomycetes	Orbiliales	animal_parasite	pathotroph_saprotroph
Arthrobotrys_megalospora_TWF281	Ascomycota	Orbiliomycetes	Orbiliales	nematophagous	saprotroph
Arthrobotrys_musiformis_TWF481	Ascomycota	Orbiliomycetes	Orbiliales	nematophagous	saprotroph
Arthrobotrys_pseudoclavata_CGMCC_3.6756	Ascomycota	Orbiliomycetes	Orbiliales	animal_parasite	pathotroph_saprotroph
Arthrobotrys_sinensis_CGMCC_3.6755	Ascomycota	Orbiliomycetes	Orbiliales	nematophagous	saprotroph
Arthrobotrys_sphaeroides_CGMCC_3.6774	Ascomycota	Orbiliomycetes	Orbiliales	animal_parasite	pathotroph_saprotroph
Arthrocladium_fulminans_CBS_136243	Ascomycota	Eurotiomycetes	Chaetothyriales	undefined_saprotroph	pathotroph_saprotroph
Arthroderma_sp._MBC_290_MBC_290	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arthroderma_sp._MBC_293_MBC_293	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arthroderma_sp._MBC_929_MBC_929	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arthroderma_sp._MBC_961_MBC_961	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arthroderma_sp._PD_2_PD_2	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Arthroderma_uncinatum_CBS_119779	Ascomycota	Eurotiomycetes	Onygenales	animal_pathogen	pathotroph
Arthromyces_matolae_D32	Basidiomycota	Agaricomycetes	Agaricales	undefined_saprotroph	saprotroph
Articulospora_tetracladia_NNIBRFG329	Ascomycota	Leotiomycetes	Helotiales	plant_saprotroph	saprotroph
Artomyces_pyxidatus_HHB10654	Basidiomycota	Agaricomycetes	Russulales	wood_saprotroph	saprotroph
Arxiozyma_bovina_CBS_16326	Ascomycota	Saccharomycetes	Saccharomycetales	animal_parasite	pathotroph_saprotroph
Arxiozyma_heterogenica_C57BL_6	Ascomycota	Saccharomycetes	Saccharomycetales	animal_parasite	pathotroph_saprotroph
Arxiozyma_pintolopesii	Ascomycota	Saccharomycetes	Saccharomycetales	animal_parasite	pathotroph_saprotroph
Arxiozyma_slooffiae_ABBL	Ascomycota	Saccharomycetes	Saccharomycetales	animal_parasite	pathotroph_saprotroph
Arxiozyma_telluris_NRRL_Y-4302	Ascomycota	Saccharomycetes	Saccharomycetales	animal_parasite	pathotroph_saprotroph
Aschersonia_sp._MBC_508_MBC_508	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_593_MBC_593	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_610_MBC_610	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_612_MBC_612	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_622_MBC_622	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_710_MBC_710	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_735_MBC_735	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_819_MBC_819	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Aschersonia_sp._MBC_877_MBC_877	Ascomycota	Sordariomycetes	Hypocreales	animal_parasite	pathotroph
Ascobolus_immersus_RN42	Ascomycota	Pezizomycetes	Pezizales	dung_saprotroph	saprotroph
Ascobotryozyma_americana_CBS_8560	Ascomycota	Trigonopsidomycetes	Trigonopsidales	animal_associated_biotroph	symbiotroph
Ascobotryozyma_cognata_CBS_8753	Ascomycota	Trigonopsidomycetes	Trigonopsidales	animal_associated_biotroph	pathotroph_symbiotroph
Ascochyta_clinopodiicola_IMI_359910	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_fabae_247_15	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_koolunga_KIN-16-703	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_lentis_Al4	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_pisi_HNA23	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_rabiei_Me14	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_viciae_FOR-16-616	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascochyta_viciae-villosae_ONG-16-641	Ascomycota	Dothideomycetes	Pleosporales	plant_pathogen	pathotroph
Ascocoryne_sarcoides_NRRL_50072	Ascomycota	Leotiomycetes	Helotiales	wood_saprotroph	saprotroph
Ascodesmis_nigricans_CBS_389.68	Ascomycota	Pezizomycetes	Pezizales	dung_saprotroph	saprotroph
Ascodesmis_sphaerospora_NRRL_22422	Ascomycota	Pezizomycetes	Pezizales	dung_saprotroph	saprotroph
Ascoidea_asiatica_JCM_7603	Ascomycota	Saccharomycetes	Ascoideales	undefined_saprotroph	saprotroph
Ascoidea_rubescens_DSM_1968	Ascomycota	Saccharomycetes	Ascoideales	undefined_saprotroph	saprotroph
Ascoidea_tarda_NRRL_Y-2393	Ascomycota	Saccharomycetes	Ascoideales	undefined_saprotroph	saprotroph
Ascomycota_sp._CTeuk-1837	Ascomycota				
Ascosphaera_acerosa_ATCC_201316	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Ascosphaera_aggregata_USDA-ARS_PIBMSR_Wild2	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Ascosphaera_apis_ARSEF_7405	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Ascosphaera_atra_ARSEF_5147	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Ascosphaera_pollenicola_ATCC_62712	Ascomycota	Eurotiomycetes	Onygenales	animal_parasite	pathotroph_saprotroph
Aspergillaceae_sp._CTeuk-1914	Ascomycota	Eurotiomycetes	Eurotiales		
Aspergillaceae_sp._M1327_PF1803	Ascomycota	Eurotiomycetes	Eurotiales		
Aspergillaceae_sp._PF1803_PT4103	Ascomycota	Eurotiomycetes	Eurotiales		
Aspergillaceae_sp._S1602_S1701	Ascomycota	Eurotiomycetes	Eurotiales		
Aspergillaceae_sp._S1701_PF2412A	Ascomycota	Eurotiomycetes	Eurotiales		
Aspergillus_aculeatinus_CBS_121060	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_aculeatus_ATCC_16872	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Aspergillus_aff._floccosus_IMV_01167_IMV_01167	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_affinis_CMG_70	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_aflatoxiformans_LH_A394	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_alliaceus_CBS_536.65	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_amoenus_S2904	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_amstelodami_NRRL_89	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_arachidicola_CBS_117612	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_asperescens_NRRL_4770	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_austwickii_LH_A515	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_avenaceus_IBT_18842	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_awamori_IFM_58123	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_baeticus_NRRL_62501	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_bertholletiae_IBT_29228	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_biplanus_NRRL_5071	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_bombycis_NRRL26010	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_brasiliensis_CBS_101740	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_bridgeri_NRRL_13000	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_brunneoviolaceus_CBS_621.78	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_brunneus_CBS_112.26	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_caelatus_CBS_763.97	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_calidoustus	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_campestris_IBT_28561	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_candidus_CBS_102.13	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_carbonarius_ITEM_5010	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_carlsbadensis_CBS_123894	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_cavernicola_NRRL_6327	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_cejpii_FS110	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_chevalieri_M1	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_clavatus_NRRL_1	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_conjunctus_NRRL_5080	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_coremiiformis_CBS_553.77	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_costaricensis_CBS_115574	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_costiformis_LH_A226	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_creber_HOSP050413_5_135	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_cristatus_2e	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_croceus_JS3-P1	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_cvjetkovicii_NRRL_227	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_diversus_NRRL_5074	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_egyptiacus_CBS_656.73	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_elegans_IMI_345568	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_ellipticus_CBS_707.79	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_eucalypticola_CBS_122712	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_felis_FM324	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_fijiensis_CBS_313.89	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_fischeri_NRRL_181	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_flavus_NRRL3357	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph_saprotroph
Aspergillus_floridensis_IHEM_21069	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_foetidus_LH_A311	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_fructus_NRRL_239	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_fumigatiaffinis_CNM-CM6805	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_fumigatus_Af293	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph_saprotroph
Aspergillus_funiculosus_NRRL_4744	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_glaucus_CBS_516.65	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Aspergillus_haitiensis_NRRL_4568	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_hancockii_FRR_3425	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_heteromorphus_CBS_117.55	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_hiratsukae_CNM-CM5793	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_homomorphus_CBS_101889	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_hortae_MCA8	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_ibericus_CBS_121593	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_incahuasiensis_NRRL_66825	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_indologenus_CBS_114.80	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_intermedius_E25	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_japonicus_CBS_114.51	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_jensenii_C4_18042019	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_kassunensis_NRRL_3752	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_latus_MM151978	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_lentulus_IFM_58399	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_leporis_CBS_151.66	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_luchuensis_IFO_4308	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_melleus_CBS_546.65	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph_symbiotroph
Aspergillus_micronesiensis_H39	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_minisclerotigenes_MRI390	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_montevidensis_ZYD4	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_mulundensis_DSM_5745	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_nanangensis_MST-FP2251	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_neoniger_CBS_115656	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_neotritici_S2209	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_nidulans_FGSC_A4	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	saprotroph
Aspergillus_niger	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph_saprotroph
Aspergillus_nomiae_NRRL_13137	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_novofumigatus_IBT_16806	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_novoparasiticus_CBS_126849	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_ochraceoroseus_IBT_24754	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_ochraceus_fc-1	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_oerlinghausenensis_CBS_139183	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_olivimuriae_NRRL_66783	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_oryzae_RIB40	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_ostianus_IFST_Aos1	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_panamensis_NRRL_1786	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_parasiticus_MRI410	Ascomycota	Eurotiomycetes	Eurotiales	plant_pathogen	pathotroph
Aspergillus_persii_NIBRFGC000004109	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_phoenicis_ATCC_13157	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_piperis_CBS_112811	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_pragensis_LH_A260	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_proliferans_E30	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_protuberus_HOSP050413_4_129	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
Aspergillus_pseudocaelatus_CBS_117616	Ascomycota	Eurotiomycetes	Eurotiales	undefined_saprotroph	pathotroph_saprotroph_symbiotroph
Aspergillus_pseudoglaucus_E42	Ascomycota	Eurotiomycetes	Eurotiales	animal_pathogen	pathotroph
